,Unnamed: 0,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format,Rank_Score,Rating_Score,NumRatings_Score,Quality_Score
888,888,,The Sapphire Child,Janet MacLeod Trotter,,,9781542092609,,Fiction,,524,paperback,,,,0.5402542288234181
889,889,,The Splintered Kingdom,James Aitcheson,,,9781848093232,,Great Britain,,420,paperback,,,,0.5402542288234181
890,890,,Mr. Pipes Comes to America,Douglas Bond,,,9781930367531,,Education,,212,paperback,,,,0.5402542288234181
891,891,,Enemies of the Heart,Rebecca Dean,,,9780007262724,,Americans,,608,paperback,,,,0.5402542288234181
892,892,,Martin Farrell,Janni Howker,,,9780435124373,,historical fiction,,86,paperback,,,,0.5402542288234181
893,893,,The Long Drop,Denise Mina,,,9780316269735,,FICTION,,236,paperback,,,,0.5402542288234181
894,894,,Orchids and Diamonds,Rosalind Laker,,,9780745178912,,Fiction,,545,paperback,,,,0.5402542288234181
895,895,,Deception,"Grace Cavendish, Jan Burchett",,,9781862303799,,"Cavendish, Grace, Lady (Fictitious character)",,242,paperback,,,,0.5402542288234181
896,896,,The Betrayals,Bridget Collins,,,9780062838124,,Fiction,,416,paperback,,,,0.5402542288234181
897,897,,Sebastian's Pride,Susan Wilkinson,,,9780718129750,,historical fiction,,402,paperback,,,,0.5402542288234181
898,898,,The Sugar Palace,Fiona McIntosh,,,9781761047015,,Fiction,,402,paperback,,,,0.5402542288234181
899,899,,The Trumpeting Angel,Marshall Browne,,,9781875989614,,Historical,,416,paperback,,,,0.5402542288234181
900,900,,The Mammoth Hunters,Jean M. Auel,,,9780862204563,,Ayla (Fictitious character),,1211,paperback,,,,0.5402542288234181
901,901,,Village School,Miss Read,,,9780745176093,,Country life,,264,paperback,,,,0.5402542288234181
902,902,,Painting the Light,Sally Cabot Gunning,,,9780062916242,,historical fiction,,368,paperback,,,,0.5402542288234181
903,903,,Woman of Substance,Barbara Taylor Bradford,,,9780745133553,,Businesswomen,,1256,paperback,,,,0.5402542288234181
904,904,,The Liar's Wife,Mary Gordon,,,9780307377432,,Fiction,,288,paperback,,,,0.5402542288234181
905,905,,Rowan Farm,Margot Benary-Isbert,,,9781948959179,,Juvenile Fiction,,277,paperback,,,,0.5402542288234181
906,906,,Surf Smugglers,Melody Carlson,,,9781946531049,,historical fiction,,300,paperback,,,,0.5402542288234181
907,907,,Shaking Tent,Anne Michael,,,9781975944711,,historical fiction,,480,paperback,,,,0.5402542288234181
908,908,,"Mary Ann Sate, Imbecile",Alice Jolly,,,9781783528660,,Fiction,,640,paperback,,,,0.5402542288234181
909,909,,Paper Sparrow,Magda Palmer,,,9781685831097,,historical fiction,,262,paperback,,,,0.5402542288234181
910,910,,Summer at Mount Hope,Rosalie Ham,,,9780975192177,,Eccentrics and eccentricities,,296,paperback,,,,0.5402542288234181
911,911,,The Dream-time,Henry Treece,,,9780340040508,,"Children's stories, English",,96,paperback,,,,0.5402542288234181
912,912,,Warriors of God,Andrzej Sapkowski,,,9780316593243,,Fiction,,464,paperback,,,,0.5402542288234181
913,913,,The Godmothers,Camille Aubray,,,9780062983695,,Fiction,,432,paperback,,,,0.5402542288234181
914,914,,The River of Fire,Patrick Easter,,,9780753192269,,Detective and mystery stories,,336,paperback,,,,0.5402542288234181
915,915,,The Henna Artist,Alka Joshi,,,9781867231929,,Abused women,,304,paperback,,,,0.5402542288234181
916,916,,Secrets of the Desert,Christian Jacq,,,9781845057084,,Conspiracies,,518,paperback,,,,0.5402542288234181
917,917,,A Distant Hero,Emma Drummond,,,9780671717919,,Historical fiction,,424,paperback,,,,0.5402542288234181
918,918,,The Whisper of Silenced Voices,C. J. Archer,,,9780648214908,,historical fiction,,266,paperback,,,,0.5402542288234181
919,919,,The Black Earth,Philip Kazan,,,9780369331489,,"Greco-Turkish War, 1921-1922",,577,paperback,,,,0.5402542288234181
920,920,,Desired by the Duke/the Duke's Unexpected Bride/High Seas to High Society,"Sophia James, Lara Temple",,,9781867241195,,historical fiction,,464,paperback,,,,0.5402542288234181
921,921,,Always a Stranger,Amara Royce,,,9781601832269,,Fiction,,238,paperback,,,,0.5402542288234181
922,922,,The Long Shadow,Cynthia Harrod-Eagles,,,9780356093727,,Great Britain,,367,paperback,,,,0.5402542288234181
923,923,,Kerry Postle,Kerry Postle,,,9780008331092,,historical fiction,,384,paperback,,,,0.5402542288234181
924,924,,City of Spies,Mara Timon,,,9781838773014,,historical fiction,,552,paperback,,,,0.5402542288234181
925,925,,The Fallen Woman,Fiona McIntosh,,,9781761049293,,Australian fiction,,450,paperback,,,,0.5402542288234181
926,926,,All Souls' Rising,Madison Smartt Bell,,,9780140141177,,English fiction,,530,paperback,,,,0.5402542288234181
927,927,,Two-Bits,Robert J. Trout,,,9781482611205,,Juvenile Fiction,,216,paperback,,,,0.5402542288234181
928,928,,Iron Ties,Ann Parker,,,9781590582633,,Fiction,,584,paperback,,,,0.5402542288234181
929,929,,Playing Beatie Bow,Ruth Park,,,9780140322491,,Australia,,196,paperback,,,,0.5402542288234181
930,930,,Dragon's Blood,Christopher Nicole,,,9781855016637,,Opium trade,,432,paperback,,,,0.5402542288234181
931,931,,Catherine,Sue Barr,,,9780994771889,,Historical,,260,paperback,,,,0.5402542288234181
932,932,,Take Heart,Lisa Higdon,,,9780515118988,,Fiction,,276,paperback,,,,0.5402542288234181
933,933,,Sleeping Beauty and the Demon,Marina Myles,,,9781601832825,,Fiction,,274,paperback,,,,0.5402542288234181
934,934,,The Pleasures of Love,Jean Plaidy,,,9780745175287,,Great Britain,,437,paperback,,,,0.5402542288234181
935,935,,Escape to Eaglehawk,Vashti Farrer,,,9781864290295,,historical fiction,,125,paperback,,,,0.5402542288234181
936,936,,When a Girl is Born,Pamela Grant,,,9780192716996,,China,,136,paperback,,,,0.5402542288234181
