Title,Description,Thumbnail
The Last Song,"»Liebe ist das wichtigste Gefühl. Ohne Liebe sind wir gar nichts.« Nicholas Sparks Steve hat sich scheiden lassen und führt in einem Küstenstädtchen in North Carolina ein ruhiges Leben. Seine Tochter Ronnie hat ihm die Trennung von der Familie nie verziehen, und es passt ihr überhaupt nicht, dass sie die ganzen Ferien bei ihm verbringen soll. Dann lernt die 17-Jährige dort Will kennen und verliebt sich unsterblich in ihn – aber die Liebe steht unter keinem guten Stern. Ausgerechnet bei ihrem Vater findet Ronnie schließlich Trost, doch bevor es zur Versöhnung kommt, geschieht etwas Schreckliches. Ronnie ist entsetzt: Sie soll die gesamten Sommerferien bei ihrem Vater verbringen, der drei Jahre zuvor der Familie den Rücken gekehrt hat. Und das auch noch im langweiligen North Carolina. Ronnie ist wild entschlossen, ihrem Vater das Leben zur Hölle zu machen. Das gelingt ihr zunächst auch ganz gut. Bis der junge Will in ihr Leben tritt, der alles verändert: Zum ersten Mal in ihrem Leben verliebt Ronnie sich wirklich und wahrhaftig. Die beiden verleben eine wunderbare Zeit des ungetrübten Glücks. Gleichzeitig nähert Ronnie sich auch wieder ihrem Vater an. Doch schon bald tritt ein Neider auf den Plan: ein gewalttätiger junger Mann, der von einem dunklen Fleck in Wills Vergangenheit weiß und die beiden offen bedroht. Der Konflikt droht zu eskalieren, Ronnies Beziehung zu Will ist einer extremen Belastung ausgesetzt. In dieser schwierigen Phase wird ihr Vater zu ihrer wichtigsten Stütze. Dann aber offenbart er ihr ein schreckliches Geheimnis, das ihr gänzlich den Boden unter den Füßen wegzureißen droht.",http://books.google.com/books/content?id=mfifsZvRnlYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Franny and Zooey,No description available.,http://books.google.com/books/content?id=0wNfNQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
I Know Why the Caged Bird Sings,"Ihre Geschichte die eines ganzen Landes, ihre Worte weltverändernd für so viele, Barack Obama, Beyoncé, James Baldwin, Toni Morrison, Oprah ihre Verehrer ... In Was für immer mir gehört erzählt die Ikone der afroamerikanischen Literatur weiter. Maya ist zu früh Mutter geworden, sie hat die Südstaaten, ihre Großmutter, den Krämerladen hinter sich gelassen. In Kalifornien will sie ihre Träume verwirklichen, sie will Freiheit, sie will Unabhängigkeit, eine Karriere als Tänzerin, die große, große Liebe. Als arme, alleinerziehende, Schwarze junge Frau scheinen die Widerstände unüberwindbar, doch Maya glaubt felsenfest an das Gute und an sich selbst.",http://books.google.com/books/content?id=zJW2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Miss Peregrine's Home for Peculiar Children,"Eine geheimnisvolle Insel. Ein verlassenes Waisenhaus. Eine Sammlung merkwürdiger Fotografien. Das alles wartet darauf, in »Die Insel der besonderen Kinder« entdeckt zu werden, einem unvergesslichen Roman, der Fiktion und Vintage-Fotografien zu einem spannenden Leseerlebnis für Jung und Alt verbindet. Manche Großeltern lesen ihren Enkeln Märchen vor. Aber was Jacob von seinem Opa hörte, war etwas ganz anderes: Abraham erzählte ihm von einer Insel, auf der abenteuerlustige Kinder mit besonderen Fähigkeiten leben, und von Monstern, die auf der Suche nach ihnen sind. Als Abraham unter mysteriösen Umständen stirbt, betritt der sechzehnjährigen Jacob eine abgelegene Insel vor der Küste von Wales, um mehr über die seltsamen Geschichten seines Großvaters zu erfahren. Bald findet er sich in einer Welt wieder, in der die Zeit stillsteht und er die ungewöhnlichsten Freundschaften schließt, die man sich vorstellen kann. Doch auch die Ungeheuer sind höchst real – und sie sind ihm gefolgt ... Der erste Band der erfolgreichen Fantasy-Reihe rund um Jacob Portman und die besonderen Kinder. Die komplette Fantasy-Reihe des amerikanischen Bestseller-Autors Ransom Riggs im Überblick: Band 1 - Die Insel der besonderen Kinder Band 2 - Die Stadt der besonderen Kinder Band 3 - Die Bibliothek der besonderen Kinder Band 4 - Der Atlas der besonderen Kinder Band 5 - Das Vermächtnis der besonderen Kinder Band 6 - Die Zukunft der besonderen Kinder Bonus - Die Legenden der besonderen Kinder",http://books.google.com/books/content?id=Bb5uAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Steppenwolf,"»Harry Haller ist in das kulturlose und unmenschliche Inferno unserer prunkenden und lärmenden Gegenwart vorgedrungen und steht mit seinem Begriff von Menschenwert... einsam außerhalb der bürgerlichen Gesellschaft. Seine Sehnsucht kennt eine unerreichbare Wirklichkeit: seine Verzweiflung treibt ihn zuweilen in die erreichbare andere zurück. Lust und Enttäuschung ihres Daseins führen in seinem Herzen und Hirn einen Kampf, an dem die Zivilisation Europas mit ihrem ganzen Bestände und Befunde teilnimmt.« Oskar Loerke",http://books.google.com/books/content?id=w8k7CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Eldest,No description available.,http://books.google.com/books/content?id=0v08AAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The One,"In der nahen Zukunft ist der Traum von der großen Liebe Wirklichkeit geworden. Dank der revolutionären Entschlüsselung eines bislang verborgenen genetischen Codes können die Menschen durch einen simplen Gentest ihren perfekten Partner finden. Das beschert der Welt Millionen glücklicher Paare und dem Online-Portal MatchyourDNA Milliarden auf dem Konto. Moment mal, Millionen glücklicher Paare? Nicht so ganz, denn auch Seelenverwandte haben Geheimnisse voreinander – und manche davon sind tödlicher als andere ...",http://books.google.com/books/content?id=bhOSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Mrs. Dalloway,"Virginia Woolf (1882-1941) gilt als eine der wichtigsten Autorinnen der Moderne, ihre Romane gehören zum Kanon der Weltliteratur. Ihre eindrucksvolle Kurzprosa aber ist immer noch zu entdecken. Zu ihren Lebzeiten veröffentlichte sie nur eine einzige Sammlung von acht liebevoll komponierten Geschichten unter dem Titel ""Monday or Tuesday"". In Auswahl und Abfolge ist die nun vorliegende Neuübersetzung von Antje Rávik Strubel dieser Erstausgabe nachempfunden. Zusammen mit ihrem Mann, dem Kritiker Leonard Woolf, gründete Virginia Woolf 1917 den Verlag ""The Hogarth Press"". Dort veröffentlichte sie 1921 den mit der Handpresse gedruckten Band ""Monday or Tuesday"", der mit Holzschnitten ihrer Schwester Vanessa Bell illustriert wurde. Die in dieser Sammlung enthaltenen Geschichten sind ausdrucksstarke, oftmals ""impressionistische"" Studien. Die intensive Betrachtung einer Schnecke, die unter einem farbigen Blütenmeer entlangkriecht, eines Reihers, der hoch in den Lüften schwebt, eines Kronleuchters, der im Licht zu flüssigem Grün zerfließt, oder auch nur einer Stelle an der Wand im Schein des Kaminfeuers löst eine faszinierende Vielfalt von Eindrücken, Assoziationen und Perspektivwechsel aus. Bereits in diesen frühen Erzählungen setzt Woolf überzeugend das Stilmittel des Bewusstseinsstroms ein, der ihre berühmten späteren Romane wie z.B. ""Mrs Dalloway"" kennzeichnet – die Geschichten sind somit erste wichtige Fingerübungen einer Schriftstellerin von Weltrang.",http://books.google.com/books/content?id=yBxWEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
All the Bright Places,"Ein Mädchen lernt zu leben - von einem Jungen, der sterben will Ist heute ein guter Tag zum Sterben?, fragt sich Finch, sechs Stockwerke über dem Abgrund auf einem Glockenturm, als er plötzlich bemerkt, dass er nicht allein ist. Neben ihm steht Violet, die offenbar über dasselbe nachdenkt wie er. Von da an beginnt für die beiden eine Reise, auf der sie wunderschöne wie traurige Dinge erleben und großartige sowie kleine Augenblicke – das Leben eben. So passiert es auch, dass Finch bei Violet er selbst sein kann – ein verwegener, witziger und lebenslustiger Typ, nicht der Freak, für den alle ihn halten. Und es ist Finch, der Violet dazu bringt, jeden einzelnen Moment zu genießen. Aber während Violet anfängt, das Leben wieder für sich zu entdecken, beginnt Finchs Welt allmählich zu schwinden...",http://books.google.com/books/content?id=-bVpCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Inferno,"Invasionen und Sabotage. Zwei Zivilisationen, die alles tun, um zu existieren. Kriegsverbrechen sind an der Tagesordnung. Joe macht seinen ersten Schritt ins Exil und kann prompt nicht mehr atmen. Diese neue Zone hat eine höhere Machtkonzentration, um Größenordnungen dichter. Seine erste Aufgabe ist es, zu überleben, aber das bloße Überleben ist die geringste seiner Sorgen. Die Zone, in der er gelandet ist, befindet sich seit Tausenden von Jahren in einem ständigen Kriegszustand, einem Tauziehen zwischen den Gesellschaften der Elfen und der Zwerge. Sich nicht für eine Seite zu entscheiden, bedeutet, beide zu seinem persönlichen Feind zu erklären. Obwohl er sich dagegen sträubt, beschließt Joe widerwillig, sich der Gruppe anzuschließen, von der er glaubt, dass sie ihm am meisten helfen wird, sich zu entwickeln und wird sofort in ihren erbitterten Krieg hineingezogen. Um die Freiheit zu erlangen, die er sich wünscht, muss Joe sich den weniger angenehmen Seiten seiner Klasse zuwenden. **Von der Dunkelheit umschlungen, kann Joe nur hoffen, dass er in der Lage sein wird, das Licht auszulöschen. **",http://books.google.com/books/content?id=kxFYEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Feast for Crows,"In jener apokalyptischen Nacht des Jahres 1971 starb eine Band, eine Legende, eine ganze Generation. Sechzigtausend Zuschauer haben es live miterlebt: Der Sänger der Nazgûl bricht, von der Kugel eines Scharfschützen getroffen, auf offener Bühne tot zusammen. Der Sommer der Liebe ist vorbei. Zehn Jahre später geschieht das Unglaubliche: Die Nazgûl sind zurück! Ein neuer Messias hat sie wiederauferstehen lassen − doch ihre Musik hat sich in ein rasendes Requiem verwandelt und kündet von Wahnsinn und Tod ... Viele Fans schätzen diesen Roman als George R. R. Martins bestes Buch. Vor Das Lied von Eis und Feuer hat der erfolgreichste Fantasy-Autor des 21. Jahrhunderts ein Werk verfasst, das ebenso zeitlos wie unvergesslich ist. Der große Phantastik-Klassiker des Autors von GAME OF THRONES!",http://books.google.com/books/content?id=Mr2JDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Amber Spyglass,No description available.,http://books.google.com/books/content?id=C8pmrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Firm,"Etwas ist faul an der exklusiven Kanzlei, der Mitch McDeere sich verschrieben hat. Der hochbegabte junge Anwalt wird auf Schritt und Tritt beschattet, er ist umgeben von tödlichen Geheimnissen. Als er dann noch vom FBI unter Druck gesetzt wird, erweist sich der Traumjob endgültig als Albtraum.",http://books.google.com/books/content?id=VdcQAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Fifty Shades Freed,No description available.,http://books.google.com/books/content?id=ZV-5NAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Local Woman Missing,"Vertraust du deiner Familie? Die junge Lehrerin Mia Dennett verschwindet spurlos, nachdem sie abends mit einem fremden Mann eine Bar verlassen hat. Monate später wird sie aus einer einsamen Blockhütte in den Wäldern Minnesotas befreit. Mia ist völlig wesensverändert, zutiefst verstört und kann sich nur bruchstückhaft erinnern. Und warum nennt sie sich auf einmal Chloe? Als Detective Gabe Hoffman den Fall übernimmt, stößt er auf ungeahnte Abgründe in Mias Familie – und der wahre Albtraum beginnt.",http://books.google.com/books/content?id=pWbgBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Red, White & Royal Blue","Mädchen mit Charme sucht Herzensprinzessin... Als Millie Quint herausfindet, dass ihre Freundin fremdgeht, ist sie am Boden zerstört. Kurzentschlossen nimmt sie den Platz an einer Eliteschule in Schottland an. Grüne Felder, ein efeubedecktes Schulgebäude und Mitschüler, die ihre amerikanische Art süß finden, machen ihr den Einstieg leicht. Nur ihre Zimmernachbarin führt sich auf wie eine Prinzessin. Was damit zu tun haben könnte, dass sie wirklich eine ist. Millie und Prinzessin Flora von Schottland können sich anfangs nicht ausstehen. Doch dann werden sie beste Freundinnen. Und mehr. Kann Millie ihrem Glück trauen? Oder gibt es ein Happy End nur im Märchen? Alle Bände der „Royals“-Reihe: ROYALS – Prinz Charming gesucht (Band 01) ROYALS – Herzensprinzessin (Band 02)",http://books.google.com/books/content?id=tL66DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Cloud Atlas,"Sechs Lebenswege, die sich unmöglich kreuzen können: darunter ein amerikanischer Anwalt, der um 1850 Ozeanien erforscht, ein britischer Komponist, der 1931 vor seinen Gläubigern nach Belgien flieht, und ein koreanischer Klon, der in der Zukunft wegen des Verbrechens angeklagt wird, ein Mensch sein zu wollen. Und dennoch sind diese Geschichten miteinander verwoben. Mitchells originelle Menschheitsgeschichte katapultiert den Leser durch Räume, Zeiten, Genres und Erzählstile und liest sich dabei so leicht und fesselnd wie ein Abenteuerroman. «Mitchell kartographiert Seelen und schreibt Weltliteratur.» (Neue Zürcher Zeitung) «David Mitchell nimmt den Leser mit auf eine literarische Achterbahnfahrt. Und man wünscht sich, diese Reise möge nie enden.» (A. S. Byatt) «Einer der wichtigsten jungen britischen Autoren.» (Frankfurter Allgemeine Zeitung)",http://books.google.com/books/content?id=PfxsAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Hunchback of Notre-Dame,"Liebe, Eifersucht, Folter und Hexenjagd – Victor Hugos Meisterwerk der Romantik, das im Spätmittelalter in der berühmten Pariser Kathedrale spielt: Im Zentrum dieses historischen Romans steht Quasimodo, der buckelige Glöckner von Notre Dame, der sich in die schöne Zigeunerin Esmeralda verliebt. Doch Esmeralda hat es auch dem Priester Dom Frollo, bei dem Quasimodo als Findelkind aufgewachsen ist, und dem Hauptmann Phoebus angetan...-",http://books.google.com/books/content?id=K0KpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dear John,"A collection of rhythmic poems with such varied themes as pain, love, and the experience of jazz.",http://books.google.com/books/content?id=v6sn949cNYEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Tuck Everlasting,"If you need a free PDF practice set of this book for your studies, feel free to reach out to me at cbsenet4u@gmail.com, and I'll send you a copy! THE TUCK EVERLASTING MCQ (MULTIPLE CHOICE QUESTIONS) SERVES AS A VALUABLE RESOURCE FOR INDIVIDUALS AIMING TO DEEPEN THEIR UNDERSTANDING OF VARIOUS COMPETITIVE EXAMS, CLASS TESTS, QUIZ COMPETITIONS, AND SIMILAR ASSESSMENTS. WITH ITS EXTENSIVE COLLECTION OF MCQS, THIS BOOK EMPOWERS YOU TO ASSESS YOUR GRASP OF THE SUBJECT MATTER AND YOUR PROFICIENCY LEVEL. BY ENGAGING WITH THESE MULTIPLE-CHOICE QUESTIONS, YOU CAN IMPROVE YOUR KNOWLEDGE OF THE SUBJECT, IDENTIFY AREAS FOR IMPROVEMENT, AND LAY A SOLID FOUNDATION. DIVE INTO THE TUCK EVERLASTING MCQ TO EXPAND YOUR TUCK EVERLASTING KNOWLEDGE AND EXCEL IN QUIZ COMPETITIONS, ACADEMIC STUDIES, OR PROFESSIONAL ENDEAVORS. THE ANSWERS TO THE QUESTIONS ARE PROVIDED AT THE END OF EACH PAGE, MAKING IT EASY FOR PARTICIPANTS TO VERIFY THEIR ANSWERS AND PREPARE EFFECTIVELY.",http://books.google.com/books/content?id=CGjmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
